timestamp,bytes_sent,bytes_received,packets_sent,packets_received,protocol,port,cpu_usage,memory_usage,disk_io,process_count,login_attempts,file_operations,is_attack,attack_type
2025-02-16T01:23:18.553965,-0.4941864898437218,-0.6414590788172921,-0.19895455103687343,-0.309496880266242,tcp,3389,0.5468044152629008,0.31503395977588805,-0.1620368911030714,-0.06878520209633127,3.943906274357206,-1.0178725700251257,1,brute_force
2025-02-11T20:11:02.105276,-0.4848210756967586,-0.6361011019311709,-0.19722784086353903,-0.29166234246981854,tcp,22,0.3556936164008997,0.92970166052281,-0.20483760858096436,0.38676899007639237,3.419655016158457,-1.0720554625312597,1,brute_force
2025-02-12T13:23:57.808281,-0.3468160162927296,-0.369370403563157,-0.3699675567720724,-0.2554319482247576,udp,80,-0.2391765987306412,1.5805777188589798,-0.36351517623277974,-0.9126653519608431,-0.23730165530775627,-0.12933760479828377,0,
2025-02-11T17:42:51.782269,-0.3922355220247478,-0.26925063975131,-0.3381762534287246,-0.2397299224018719,tcp,22,-0.2954998859974475,-0.2646863142844437,-0.3297598240002495,0.30892221371126083,0.12345471981297775,-0.3472038045448435,0,
2025-02-17T09:53:27.742562,-0.29690880511629986,-0.29560734255094173,-0.37387097043232753,-0.1905349496776626,udp,53,-0.7548972249471572,0.7660623969775471,-0.30021287155950865,-0.2575290372038621,-0.23730165530775627,0.1408063406356324,0,
2025-02-15T19:47:48.970986,-0.3467595963058598,-0.26961938159134974,-0.3176631215563554,-0.21263740190330388,http,53,-0.6196550194012734,0.5288714084861991,-0.3039974291592773,-0.24489221998511881,-0.23730165530775627,-0.6400315863387335,0,
2025-02-15T13:39:03.329131,4.357192381005444,-0.35060153325476,1.8976872476384505,-0.3087991924721885,http,20,1.1251398374707946,-0.14662587403486013,3.928518093725226,0.2596210914562114,-0.23730165530775627,2.978670112395196,1,data_exfiltration
2025-02-13T19:49:37.379536,-0.28460010202416164,-0.2559546759188246,-0.3396864160719928,-0.2146475570957928,tcp,80,-0.8240454921598748,1.849614271126402,-0.3059867867368024,0.2549377390302237,0.21364381359316126,-0.16378461928717963,0,
2025-02-13T19:07:41.879731,3.9227086308518206,-0.24219449235900994,1.8443999171930505,-0.2934044138114664,http,443,1.185173623194866,0.7174365931905484,3.4971971700575217,-0.02917461407022533,-0.14711256152757277,3.9600748659747063,1,data_exfiltration
2025-02-15T23:38:42.359512,-0.2912912989032166,0.011542588929460054,-0.38281437342189395,-0.27012418393543897,tcp,443,-0.48131203806487277,-0.1602571808791006,-0.3963357554694053,-0.6299962243252959,-0.23730165530775627,-0.11734561676209802,0,
2025-02-13T17:17:19.081935,-0.3245594875150961,-0.1772166176686818,-0.34338702105121977,-0.25585720579962307,tcp,443,-0.6918468902864093,-0.4778491194968208,-0.3584556195936428,0.16957220699091233,-0.32749074908793974,-0.3703994479817405,0,
2025-02-15T06:13:22.707117,-0.23143280922358606,-0.12401744683468165,-0.32259068710744876,-0.2693880871702438,http,22,-0.11906380834615779,-0.9579217185761331,-0.30269165443209073,-0.17606342880017584,-0.41767984286812326,-0.2050894150331185,0,
