timestamp,bytes_sent,bytes_received,packets_sent,packets_received,protocol,port,cpu_usage,memory_usage,disk_io,process_count,login_attempts,file_operations,is_attack,attack_type
2025-02-14T03:35:47.372799,6233.642184345674,9722.074713225456,33.61475093834261,73.02136166086966,udp,53,33.19123373374332,70.514582669748,6560.995090098035,210.1051692283266,1.0,106.30523748884887,0,
2025-02-10T13:02:30.887532,5086.490805749163,8334.196376638243,44.16050769441964,89.20183851189998,udp,53,26.009160218975218,58.21742867244843,7795.608724805774,189.77129910534896,1.0,111.73989388568819,0,
2025-02-11T17:51:19.533477,56753.06522806691,71722.94181959669,1420.9733027120672,2040.6807538950966,udp,443,87.29868945746573,91.06930241110096,40352.20062121616,606.7897688823795,3.0,126.42510248417813,1,dos_attack
2025-02-14T19:12:39.383595,5212.02308671882,7077.81134743389,49.444994697511,81.9779888816617,http,80,26.849955263019893,49.57580133572608,5350.379586849184,177.85473594464167,4.0,102.56484695001848,0,
2025-02-14T17:09:04.877262,5843.9369358804215,4040.5979632029794,49.59584662554467,77.7169598100201,tcp,443,31.472153813574476,65.47688426927746,6460.603640985672,204.92590657657462,3.0,88.28685198057613,0,
2025-02-15T06:52:37.350060,3972.0115138252468,4759.014848184564,38.56410593409444,110.76882470848597,udp,443,34.53253922182843,58.131576903334654,3784.019187295319,204.350795794819,3.0,92.49351601536742,0,
2025-02-13T21:43:50.612922,79135.28725498804,4347.2664254602505,1077.9531301212235,66.1980637729022,http,443,50.879060274602566,66.12937434048396,99187.50801789941,234.39164161703198,2.0,483.5574025687388,1,data_exfiltration
2025-02-12T15:55:14.358298,4568.707402885896,8164.02240965215,37.15283725052569,91.68457059192326,http,443,35.37099304266175,54.04343268010639,4946.457591754627,218.1919285196375,1.0,125.27430445422699,0,
2025-02-15T07:39:51.539027,4088.005783769648,9504.60584515929,53.534734361464984,53.442818786568566,tcp,22,26.51437054110452,54.52551050654194,5762.053774065844,186.37401852220876,2.0,123.95110483227022,0,
2025-02-14T12:00:48.926122,5807.109079810015,7634.3331407500345,56.87043184517254,117.57785845167155,http,443,32.727061777309295,72.55947040843056,5149.8198195091945,207.06897549311105,3.0,41.1301383560985,0,
2025-02-15T18:37:29.498898,4882.146539926138,7734.275397665702,40.761615473136516,52.397032735194074,udp,53,37.00900801719625,50.183923779856585,4494.387379979394,161.2803116521238,3.0,77.75179938688254,0,
2025-02-12T20:24:47.976195,3008.2097840568795,8075.79534671562,44.240096646337996,96.42659528394695,udp,22,35.42019652427004,38.82817623068337,5190.247244681414,179.1394596176435,1.0,99.9039677459978,0,
2025-02-14T16:09:25.912079,650.9738279212895,677.9985268950121,96.56216032719826,53.86882918717429,tcp,22,34.66041228611273,69.94417282247377,6017.41664335488,234.57270172077986,66.50188409778158,27.754668178994365,1,brute_force
2025-02-09T09:55:32.022681,5576.916548143123,9091.42251660006,55.21140302158402,70.93262690437803,tcp,80,31.944714399486905,44.60743699164279,5140.062620663184,169.40807281450742,3.0,59.56538820540837,0,
2025-02-13T18:22:55.515083,6659.904509271555,8529.37039351093,64.32181029525947,86.1025639399492,http,22,34.767108105712815,39.97348533334808,5404.8012502083875,147.70282849567567,2.0,97.15276635130245,0,
2025-02-09T07:33:02.275612,5762.953919556253,8698.175143716706,51.192992874126546,68.09216193495753,http,443,24.710837433297176,67.42814004427332,5302.594700896614,202.02246312200663,1.0,121.81241594172582,0,
2025-02-14T06:20:40.582101,57490.95055247768,78860.1734114847,1541.4033430391787,1966.8083811541942,udp,443,83.3435767556832,94.34620474450757,47112.12627976853,531.8577259164139,0.0,81.57812485911087,1,dos_attack
2025-02-14T15:14:39.765290,4800.461488681241,6329.75764573555,56.3704709185655,67.20573375676187,http,80,35.39630451498387,61.182124785895525,6073.304645093203,206.51224845275428,1.0,110.46330666850524,0,
2025-02-10T13:53:35.886770,5088.551774359695,8490.637258813562,40.69489310421321,77.1591772016547,http,80,32.63252580891496,58.509613284401546,3968.31783598546,192.650581953111,2.0,78.57762792806132,0,
2025-02-13T22:56:44.567557,4753.7544444652995,7470.475552046244,67.32087654245818,62.63171784086507,http,53,27.842551902925756,73.14805671475389,5330.097982734743,207.9346729049111,1.0,108.8785289225877,0,
2025-02-11T16:06:36.637476,4352.972059051249,7540.242910174747,30.2689153584147,67.94973531856326,udp,22,29.27368722021091,63.9161546556285,4366.949860161772,210.9094091308793,2.0,93.77952343199705,0,
2025-02-11T09:35:21.117266,3780.3549888321672,6401.998835431083,43.59612303577556,58.934948665984905,udp,80,32.05938836113563,67.66490157856052,6606.752204527796,149.41414128420385,3.0,93.6380957858513,0,
2025-02-15T05:58:41.913441,3750.4671274575094,7049.600555673148,50.11325886975199,70.96638944445357,tcp,443,38.285128853113335,59.30816546448756,4756.275999103913,227.44567472501316,2.0,79.73776415978436,0,
